#y_P	y_As	y_Sb	x_Al	x_Ga	x_In	a
0.3	0.1	0.6	0.5	0.5	0.0	5.870065
0.3	0.1	0.6	0.6	0.0	0.4	6.031214
0.3	0.1	0.6	0.6	0.1	0.3	5.991556
0.3	0.1	0.6	0.6	0.2	0.2	5.951898
0.3	0.1	0.6	0.6	0.3	0.1	5.91224
0.3	0.1	0.6	0.6	0.4	-1.11022302463e-16	5.872582
0.3	0.1	0.6	0.7	0.0	0.3	5.994073
0.3	0.1	0.6	0.7	0.1	0.2	5.954415
0.3	0.1	0.6	0.7	0.2	0.1	5.914757
0.3	0.1	0.6	0.7	0.3	-1.11022302463e-16	5.875099
0.3	0.1	0.6	0.8	0.0	0.2	5.956932
0.3	0.1	0.6	0.8	0.1	0.1	5.917274
0.3	0.1	0.6	0.8	0.2	-5.55111512313e-17	5.877616
0.3	0.1	0.6	0.9	0.0	0.1	5.919791
0.3	0.1	0.6	0.9	0.1	-2.77555756156e-17	5.880133
0.3	0.1	0.6	1.0	0.0	0.0	5.88265
0.3	0.2	0.5	0.0	0.0	1.0	6.21196
0.3	0.2	0.5	0.0	0.1	0.9	6.172095
0.3	0.2	0.5	0.0	0.2	0.8	6.13223
0.3	0.2	0.5	0.0	0.3	0.7	6.092365
0.3	0.2	0.5	0.0	0.4	0.6	6.0525
0.3	0.2	0.5	0.0	0.5	0.5	6.012635
0.3	0.2	0.5	0.0	0.6	0.4	5.97277
0.3	0.2	0.5	0.0	0.7	0.3	5.932905
0.3	0.2	0.5	0.0	0.8	0.2	5.89304
0.3	0.2	0.5	0.0	0.9	0.1	5.853175
0.3	0.2	0.5	0.0	1.0	0.0	5.81331
0.3	0.2	0.5	0.1	0.0	0.9	6.174279
0.3	0.2	0.5	0.1	0.1	0.8	6.134414
0.3	0.2	0.5	0.1	0.2	0.7	6.094549
0.3	0.2	0.5	0.1	0.3	0.6	6.054684
0.3	0.2	0.5	0.1	0.4	0.5	6.014819
0.3	0.2	0.5	0.1	0.5	0.4	5.974954
0.3	0.2	0.5	0.1	0.6	0.3	5.935089
0.3	0.2	0.5	0.1	0.7	0.2	5.895224
0.3	0.2	0.5	0.1	0.8	0.1	5.855359
0.3	0.2	0.5	0.1	0.9	0.0	5.815494
0.3	0.2	0.5	0.2	0.0	0.8	6.136598
0.3	0.2	0.5	0.2	0.1	0.7	6.096733
0.3	0.2	0.5	0.2	0.2	0.6	6.056868
0.3	0.2	0.5	0.2	0.3	0.5	6.017003
0.3	0.2	0.5	0.2	0.4	0.4	5.977138
0.3	0.2	0.5	0.2	0.5	0.3	5.937273
0.3	0.2	0.5	0.2	0.6	0.2	5.897408
0.3	0.2	0.5	0.2	0.7	0.1	5.857543
0.3	0.2	0.5	0.2	0.8	0.0	5.817678
0.3	0.2	0.5	0.3	0.0	0.7	6.098917
0.3	0.2	0.5	0.3	0.1	0.6	6.059052
0.3	0.2	0.5	0.3	0.2	0.5	6.019187
0.3	0.2	0.5	0.3	0.3	0.4	5.979322
0.3	0.2	0.5	0.3	0.4	0.3	5.939457
0.3	0.2	0.5	0.3	0.5	0.2	5.899592
0.3	0.2	0.5	0.3	0.6	0.1	5.859727
0.3	0.2	0.5	0.3	0.7	-1.11022302463e-16	5.819862
0.3	0.2	0.5	0.4	0.0	0.6	6.061236
0.3	0.2	0.5	0.4	0.1	0.5	6.021371
0.3	0.2	0.5	0.4	0.2	0.4	5.981506
0.3	0.2	0.5	0.4	0.3	0.3	5.941641
0.3	0.2	0.5	0.4	0.4	0.2	5.901776
0.3	0.2	0.5	0.4	0.5	0.1	5.861911
0.3	0.2	0.5	0.4	0.6	-1.11022302463e-16	5.822046
0.3	0.2	0.5	0.5	0.0	0.5	6.023555
0.3	0.2	0.5	0.5	0.1	0.4	5.98369
0.3	0.2	0.5	0.5	0.2	0.3	5.943825
0.3	0.2	0.5	0.5	0.3	0.2	5.90396
0.3	0.2	0.5	0.5	0.4	0.1	5.864095
0.3	0.2	0.5	0.5	0.5	0.0	5.82423
0.3	0.2	0.5	0.6	0.0	0.4	5.985874
0.3	0.2	0.5	0.6	0.1	0.3	5.946009
0.3	0.2	0.5	0.6	0.2	0.2	5.906144
0.3	0.2	0.5	0.6	0.3	0.1	5.866279
0.3	0.2	0.5	0.6	0.4	-1.11022302463e-16	5.826414
0.3	0.2	0.5	0.7	0.0	0.3	5.948193
0.3	0.2	0.5	0.7	0.1	0.2	5.908328
0.3	0.2	0.5	0.7	0.2	0.1	5.868463
0.3	0.2	0.5	0.7	0.3	-1.11022302463e-16	5.828598
0.3	0.2	0.5	0.8	0.0	0.2	5.910512
0.3	0.2	0.5	0.8	0.1	0.1	5.870647
0.3	0.2	0.5	0.8	0.2	-5.55111512313e-17	5.830782
0.3	0.2	0.5	0.9	0.0	0.1	5.872831
0.3	0.2	0.5	0.9	0.1	-2.77555756156e-17	5.832966
0.3	0.2	0.5	1.0	0.0	0.0	5.83515
0.3	0.3	0.4	0.0	0.0	1.0	6.16986
0.3	0.3	0.4	0.0	0.1	0.9	6.129788
0.3	0.3	0.4	0.0	0.2	0.8	6.089716
0.3	0.3	0.4	0.0	0.3	0.7	6.049644
0.3	0.3	0.4	0.0	0.4	0.6	6.009572
0.3	0.3	0.4	0.0	0.5	0.5	5.9695
0.3	0.3	0.4	0.0	0.6	0.4	5.929428
0.3	0.3	0.4	0.0	0.7	0.3	5.889356
0.3	0.3	0.4	0.0	0.8	0.2	5.849284
0.3	0.3	0.4	0.0	0.9	0.1	5.809212
0.3	0.3	0.4	0.0	1.0	0.0	5.76914
0.3	0.3	0.4	0.1	0.0	0.9	6.131639
0.3	0.3	0.4	0.1	0.1	0.8	6.091567
0.3	0.3	0.4	0.1	0.2	0.7	6.051495
0.3	0.3	0.4	0.1	0.3	0.6	6.011423
0.3	0.3	0.4	0.1	0.4	0.5	5.971351
0.3	0.3	0.4	0.1	0.5	0.4	5.931279
0.3	0.3	0.4	0.1	0.6	0.3	5.891207
0.3	0.3	0.4	0.1	0.7	0.2	5.851135
0.3	0.3	0.4	0.1	0.8	0.1	5.811063
0.3	0.3	0.4	0.1	0.9	0.0	5.770991
0.3	0.3	0.4	0.2	0.0	0.8	6.093418
0.3	0.3	0.4	0.2	0.1	0.7	6.053346
0.3	0.3	0.4	0.2	0.2	0.6	6.013274
0.3	0.3	0.4	0.2	0.3	0.5	5.973202
0.3	0.3	0.4	0.2	0.4	0.4	5.93313
0.3	0.3	0.4	0.2	0.5	0.3	5.893058
0.3	0.3	0.4	0.2	0.6	0.2	5.852986
0.3	0.3	0.4	0.2	0.7	0.1	5.812914
0.3	0.3	0.4	0.2	0.8	0.0	5.772842
0.3	0.3	0.4	0.3	0.0	0.7	6.055197
0.3	0.3	0.4	0.3	0.1	0.6	6.015125
0.3	0.3	0.4	0.3	0.2	0.5	5.975053
0.3	0.3	0.4	0.3	0.3	0.4	5.934981
0.3	0.3	0.4	0.3	0.4	0.3	5.894909
0.3	0.3	0.4	0.3	0.5	0.2	5.854837
0.3	0.3	0.4	0.3	0.6	0.1	5.814765
0.3	0.3	0.4	0.3	0.7	-1.11022302463e-16	5.774693
0.3	0.3	0.4	0.4	0.0	0.6	6.016976
0.3	0.3	0.4	0.4	0.1	0.5	5.976904
0.3	0.3	0.4	0.4	0.2	0.4	5.936832
0.3	0.3	0.4	0.4	0.3	0.3	5.89676
0.3	0.3	0.4	0.4	0.4	0.2	5.856688
0.3	0.3	0.4	0.4	0.5	0.1	5.816616
0.3	0.3	0.4	0.4	0.6	-1.11022302463e-16	5.776544
0.3	0.3	0.4	0.5	0.0	0.5	5.978755
0.3	0.3	0.4	0.5	0.1	0.4	5.938683
0.3	0.3	0.4	0.5	0.2	0.3	5.898611
0.3	0.3	0.4	0.5	0.3	0.2	5.858539
0.3	0.3	0.4	0.5	0.4	0.1	5.818467
0.3	0.3	0.4	0.5	0.5	0.0	5.778395
0.3	0.3	0.4	0.6	0.0	0.4	5.940534
0.3	0.3	0.4	0.6	0.1	0.3	5.900462
0.3	0.3	0.4	0.6	0.2	0.2	5.86039
0.3	0.3	0.4	0.6	0.3	0.1	5.820318
0.3	0.3	0.4	0.6	0.4	-1.11022302463e-16	5.780246
0.3	0.3	0.4	0.7	0.0	0.3	5.902313
0.3	0.3	0.4	0.7	0.1	0.2	5.862241
0.3	0.3	0.4	0.7	0.2	0.1	5.822169
0.3	0.3	0.4	0.7	0.3	-1.11022302463e-16	5.782097
0.3	0.3	0.4	0.8	0.0	0.2	5.864092
0.3	0.3	0.4	0.8	0.1	0.1	5.82402
0.3	0.3	0.4	0.8	0.2	-5.55111512313e-17	5.783948
0.3	0.3	0.4	0.9	0.0	0.1	5.825871
0.3	0.3	0.4	0.9	0.1	-2.77555756156e-17	5.785799
0.3	0.3	0.4	1.0	0.0	0.0	5.78765
0.3	0.4	0.3	0.0	0.0	1.0	6.12776
0.3	0.4	0.3	0.0	0.1	0.9	6.087481
0.3	0.4	0.3	0.0	0.2	0.8	6.047202
0.3	0.4	0.3	0.0	0.3	0.7	6.006923
0.3	0.4	0.3	0.0	0.4	0.6	5.966644
0.3	0.4	0.3	0.0	0.5	0.5	5.926365
0.3	0.4	0.3	0.0	0.6	0.4	5.886086
0.3	0.4	0.3	0.0	0.7	0.3	5.845807
0.3	0.4	0.3	0.0	0.8	0.2	5.805528
0.3	0.4	0.3	0.0	0.9	0.1	5.765249
0.3	0.4	0.3	0.0	1.0	0.0	5.72497
0.3	0.4	0.3	0.1	0.0	0.9	6.088999
0.3	0.4	0.3	0.1	0.1	0.8	6.04872
0.3	0.4	0.3	0.1	0.2	0.7	6.008441
0.3	0.4	0.3	0.1	0.3	0.6	5.968162
0.3	0.4	0.3	0.1	0.4	0.5	5.927883
0.3	0.4	0.3	0.1	0.5	0.4	5.887604
0.3	0.4	0.3	0.1	0.6	0.3	5.847325
0.3	0.4	0.3	0.1	0.7	0.2	5.807046
0.3	0.4	0.3	0.1	0.8	0.1	5.766767
0.3	0.4	0.3	0.1	0.9	0.0	5.726488
0.3	0.4	0.3	0.2	0.0	0.8	6.050238
0.3	0.4	0.3	0.2	0.1	0.7	6.009959
0.3	0.4	0.3	0.2	0.2	0.6	5.96968
0.3	0.4	0.3	0.2	0.3	0.5	5.929401
0.3	0.4	0.3	0.2	0.4	0.4	5.889122
0.3	0.4	0.3	0.2	0.5	0.3	5.848843
0.3	0.4	0.3	0.2	0.6	0.2	5.808564
0.3	0.4	0.3	0.2	0.7	0.1	5.768285
0.3	0.4	0.3	0.2	0.8	0.0	5.728006
0.3	0.4	0.3	0.3	0.0	0.7	6.011477
0.3	0.4	0.3	0.3	0.1	0.6	5.971198
0.3	0.4	0.3	0.3	0.2	0.5	5.930919
0.3	0.4	0.3	0.3	0.3	0.4	5.89064
0.3	0.4	0.3	0.3	0.4	0.3	5.850361
0.3	0.4	0.3	0.3	0.5	0.2	5.810082
0.3	0.4	0.3	0.3	0.6	0.1	5.769803
0.3	0.4	0.3	0.3	0.7	-1.11022302463e-16	5.729524
0.3	0.4	0.3	0.4	0.0	0.6	5.972716
0.3	0.4	0.3	0.4	0.1	0.5	5.932437
0.3	0.4	0.3	0.4	0.2	0.4	5.892158
0.3	0.4	0.3	0.4	0.3	0.3	5.851879
0.3	0.4	0.3	0.4	0.4	0.2	5.8116
0.3	0.4	0.3	0.4	0.5	0.1	5.771321
0.3	0.4	0.3	0.4	0.6	-1.11022302463e-16	5.731042
0.3	0.4	0.3	0.5	0.0	0.5	5.933955
0.3	0.4	0.3	0.5	0.1	0.4	5.893676
0.3	0.4	0.3	0.5	0.2	0.3	5.853397
0.3	0.4	0.3	0.5	0.3	0.2	5.813118
0.3	0.4	0.3	0.5	0.4	0.1	5.772839
0.3	0.4	0.3	0.5	0.5	0.0	5.73256
0.3	0.4	0.3	0.6	0.0	0.4	5.895194
0.3	0.4	0.3	0.6	0.1	0.3	5.854915
0.3	0.4	0.3	0.6	0.2	0.2	5.814636
0.3	0.4	0.3	0.6	0.3	0.1	5.774357
0.3	0.4	0.3	0.6	0.4	-1.11022302463e-16	5.734078
0.3	0.4	0.3	0.7	0.0	0.3	5.856433
0.3	0.4	0.3	0.7	0.1	0.2	5.816154
0.3	0.4	0.3	0.7	0.2	0.1	5.775875
0.3	0.4	0.3	0.7	0.3	-1.11022302463e-16	5.735596
0.3	0.4	0.3	0.8	0.0	0.2	5.817672
0.3	0.4	0.3	0.8	0.1	0.1	5.777393
0.3	0.4	0.3	0.8	0.2	-5.55111512313e-17	5.737114
0.3	0.4	0.3	0.9	0.0	0.1	5.778911
0.3	0.4	0.3	0.9	0.1	-2.77555756156e-17	5.738632
0.3	0.4	0.3	1.0	0.0	0.0	5.74015
0.3	0.5	0.2	0.0	0.0	1.0	6.08566
0.3	0.5	0.2	0.0	0.1	0.9	6.045174
0.3	0.5	0.2	0.0	0.2	0.8	6.004688
0.3	0.5	0.2	0.0	0.3	0.7	5.964202
0.3	0.5	0.2	0.0	0.4	0.6	5.923716
0.3	0.5	0.2	0.0	0.5	0.5	5.88323
0.3	0.5	0.2	0.0	0.6	0.4	5.842744
0.3	0.5	0.2	0.0	0.7	0.3	5.802258
0.3	0.5	0.2	0.0	0.8	0.2	5.761772
0.3	0.5	0.2	0.0	0.9	0.1	5.721286
0.3	0.5	0.2	0.0	1.0	0.0	5.6808
0.3	0.5	0.2	0.1	0.0	0.9	6.046359
0.3	0.5	0.2	0.1	0.1	0.8	6.005873
0.3	0.5	0.2	0.1	0.2	0.7	5.965387
0.3	0.5	0.2	0.1	0.3	0.6	5.924901
0.3	0.5	0.2	0.1	0.4	0.5	5.884415
0.3	0.5	0.2	0.1	0.5	0.4	5.843929
0.3	0.5	0.2	0.1	0.6	0.3	5.803443
0.3	0.5	0.2	0.1	0.7	0.2	5.762957
0.3	0.5	0.2	0.1	0.8	0.1	5.722471
0.3	0.5	0.2	0.1	0.9	0.0	5.681985
0.3	0.5	0.2	0.2	0.0	0.8	6.007058
0.3	0.5	0.2	0.2	0.1	0.7	5.966572
0.3	0.5	0.2	0.2	0.2	0.6	5.926086
0.3	0.5	0.2	0.2	0.3	0.5	5.8856
0.3	0.5	0.2	0.2	0.4	0.4	5.845114
0.3	0.5	0.2	0.2	0.5	0.3	5.804628
0.3	0.5	0.2	0.2	0.6	0.2	5.764142
0.3	0.5	0.2	0.2	0.7	0.1	5.723656
0.3	0.5	0.2	0.2	0.8	0.0	5.68317
0.3	0.5	0.2	0.3	0.0	0.7	5.967757
0.3	0.5	0.2	0.3	0.1	0.6	5.927271
0.3	0.5	0.2	0.3	0.2	0.5	5.886785
0.3	0.5	0.2	0.3	0.3	0.4	5.846299
0.3	0.5	0.2	0.3	0.4	0.3	5.805813
0.3	0.5	0.2	0.3	0.5	0.2	5.765327
0.3	0.5	0.2	0.3	0.6	0.1	5.724841
0.3	0.5	0.2	0.3	0.7	-1.11022302463e-16	5.684355
0.3	0.5	0.2	0.4	0.0	0.6	5.928456
0.3	0.5	0.2	0.4	0.1	0.5	5.88797
0.3	0.5	0.2	0.4	0.2	0.4	5.847484
0.3	0.5	0.2	0.4	0.3	0.3	5.806998
0.3	0.5	0.2	0.4	0.4	0.2	5.766512
0.3	0.5	0.2	0.4	0.5	0.1	5.726026
0.3	0.5	0.2	0.4	0.6	-1.11022302463e-16	5.68554
0.3	0.5	0.2	0.5	0.0	0.5	5.889155
0.3	0.5	0.2	0.5	0.1	0.4	5.848669
0.3	0.5	0.2	0.5	0.2	0.3	5.808183
0.3	0.5	0.2	0.5	0.3	0.2	5.767697
0.3	0.5	0.2	0.5	0.4	0.1	5.727211
0.3	0.5	0.2	0.5	0.5	0.0	5.686725
0.3	0.5	0.2	0.6	0.0	0.4	5.849854
0.3	0.5	0.2	0.6	0.1	0.3	5.809368
0.3	0.5	0.2	0.6	0.2	0.2	5.768882
0.3	0.5	0.2	0.6	0.3	0.1	5.728396
0.3	0.5	0.2	0.6	0.4	-1.11022302463e-16	5.68791
0.3	0.5	0.2	0.7	0.0	0.3	5.810553
0.3	0.5	0.2	0.7	0.1	0.2	5.770067
0.3	0.5	0.2	0.7	0.2	0.1	5.729581
0.3	0.5	0.2	0.7	0.3	-1.11022302463e-16	5.689095
0.3	0.5	0.2	0.8	0.0	0.2	5.771252
0.3	0.5	0.2	0.8	0.1	0.1	5.730766
0.3	0.5	0.2	0.8	0.2	-5.55111512313e-17	5.69028
0.3	0.5	0.2	0.9	0.0	0.1	5.731951
0.3	0.5	0.2	0.9	0.1	-2.77555756156e-17	5.691465
0.3	0.5	0.2	1.0	0.0	0.0	5.69265
0.3	0.6	0.1	0.0	0.0	1.0	6.04356
0.3	0.6	0.1	0.0	0.1	0.9	6.002867
0.3	0.6	0.1	0.0	0.2	0.8	5.962174
0.3	0.6	0.1	0.0	0.3	0.7	5.921481
0.3	0.6	0.1	0.0	0.4	0.6	5.880788
0.3	0.6	0.1	0.0	0.5	0.5	5.840095
0.3	0.6	0.1	0.0	0.6	0.4	5.799402
0.3	0.6	0.1	0.0	0.7	0.3	5.758709
0.3	0.6	0.1	0.0	0.8	0.2	5.718016
0.3	0.6	0.1	0.0	0.9	0.1	5.677323
0.3	0.6	0.1	0.0	1.0	0.0	5.63663
0.3	0.6	0.1	0.1	0.0	0.9	6.003719
0.3	0.6	0.1	0.1	0.1	0.8	5.963026
0.3	0.6	0.1	0.1	0.2	0.7	5.922333
0.3	0.6	0.1	0.1	0.3	0.6	5.88164
0.3	0.6	0.1	0.1	0.4	0.5	5.840947
0.3	0.6	0.1	0.1	0.5	0.4	5.800254
0.3	0.6	0.1	0.1	0.6	0.3	5.759561
0.3	0.6	0.1	0.1	0.7	0.2	5.718868
0.3	0.6	0.1	0.1	0.8	0.1	5.678175
0.3	0.6	0.1	0.1	0.9	0.0	5.637482
0.3	0.6	0.1	0.2	0.0	0.8	5.963878
0.3	0.6	0.1	0.2	0.1	0.7	5.923185
0.3	0.6	0.1	0.2	0.2	0.6	5.882492
0.3	0.6	0.1	0.2	0.3	0.5	5.841799
0.3	0.6	0.1	0.2	0.4	0.4	5.801106
0.3	0.6	0.1	0.2	0.5	0.3	5.760413
0.3	0.6	0.1	0.2	0.6	0.2	5.71972
0.3	0.6	0.1	0.2	0.7	0.1	5.679027
0.3	0.6	0.1	0.2	0.8	0.0	5.638334
0.3	0.6	0.1	0.3	0.0	0.7	5.924037
0.3	0.6	0.1	0.3	0.1	0.6	5.883344
0.3	0.6	0.1	0.3	0.2	0.5	5.842651
0.3	0.6	0.1	0.3	0.3	0.4	5.801958
0.3	0.6	0.1	0.3	0.4	0.3	5.761265
0.3	0.6	0.1	0.3	0.5	0.2	5.720572
0.3	0.6	0.1	0.3	0.6	0.1	5.679879
0.3	0.6	0.1	0.3	0.7	-1.11022302463e-16	5.639186
0.3	0.6	0.1	0.4	0.0	0.6	5.884196
0.3	0.6	0.1	0.4	0.1	0.5	5.843503
0.3	0.6	0.1	0.4	0.2	0.4	5.80281
0.3	0.6	0.1	0.4	0.3	0.3	5.762117
0.3	0.6	0.1	0.4	0.4	0.2	5.721424
0.3	0.6	0.1	0.4	0.5	0.1	5.680731
0.3	0.6	0.1	0.4	0.6	-1.11022302463e-16	5.640038
0.3	0.6	0.1	0.5	0.0	0.5	5.844355
0.3	0.6	0.1	0.5	0.1	0.4	5.803662
0.3	0.6	0.1	0.5	0.2	0.3	5.762969
0.3	0.6	0.1	0.5	0.3	0.2	5.722276
0.3	0.6	0.1	0.5	0.4	0.1	5.681583
0.3	0.6	0.1	0.5	0.5	0.0	5.64089
0.3	0.6	0.1	0.6	0.0	0.4	5.804514
0.3	0.6	0.1	0.6	0.1	0.3	5.763821
0.3	0.6	0.1	0.6	0.2	0.2	5.723128
0.3	0.6	0.1	0.6	0.3	0.1	5.682435
0.3	0.6	0.1	0.6	0.4	-1.11022302463e-16	5.641742
0.3	0.6	0.1	0.7	0.0	0.3	5.764673
0.3	0.6	0.1	0.7	0.1	0.2	5.72398
0.3	0.6	0.1	0.7	0.2	0.1	5.683287
0.3	0.6	0.1	0.7	0.3	-1.11022302463e-16	5.642594
0.3	0.6	0.1	0.8	0.0	0.2	5.724832
0.3	0.6	0.1	0.8	0.1	0.1	5.684139
0.3	0.6	0.1	0.8	0.2	-5.55111512313e-17	5.643446
0.3	0.6	0.1	0.9	0.0	0.1	5.684991
0.3	0.6	0.1	0.9	0.1	-2.77555756156e-17	5.644298
0.3	0.6	0.1	1.0	0.0	0.0	5.64515
0.3	0.7	-1.11022302463e-16	0.0	0.0	1.0	6.00146
0.3	0.7	-1.11022302463e-16	0.0	0.1	0.9	5.96056
0.3	0.7	-1.11022302463e-16	0.0	0.2	0.8	5.91966
0.3	0.7	-1.11022302463e-16	0.0	0.3	0.7	5.87876
0.3	0.7	-1.11022302463e-16	0.0	0.4	0.6	5.83786
0.3	0.7	-1.11022302463e-16	0.0	0.5	0.5	5.79696
0.3	0.7	-1.11022302463e-16	0.0	0.6	0.4	5.75606
0.3	0.7	-1.11022302463e-16	0.0	0.7	0.3	5.71516
0.3	0.7	-1.11022302463e-16	0.0	0.8	0.2	5.67426
0.3	0.7	-1.11022302463e-16	0.0	0.9	0.1	5.63336
0.3	0.7	-1.11022302463e-16	0.0	1.0	0.0	5.59246
0.3	0.7	-1.11022302463e-16	0.1	0.0	0.9	5.961079
0.3	0.7	-1.11022302463e-16	0.1	0.1	0.8	5.920179
0.3	0.7	-1.11022302463e-16	0.1	0.2	0.7	5.879279
0.3	0.7	-1.11022302463e-16	0.1	0.3	0.6	5.838379
0.3	0.7	-1.11022302463e-16	0.1	0.4	0.5	5.797479
0.3	0.7	-1.11022302463e-16	0.1	0.5	0.4	5.756579
0.3	0.7	-1.11022302463e-16	0.1	0.6	0.3	5.715679
0.3	0.7	-1.11022302463e-16	0.1	0.7	0.2	5.674779
0.3	0.7	-1.11022302463e-16	0.1	0.8	0.1	5.633879
0.3	0.7	-1.11022302463e-16	0.1	0.9	0.0	5.592979
0.3	0.7	-1.11022302463e-16	0.2	0.0	0.8	5.920698
0.3	0.7	-1.11022302463e-16	0.2	0.1	0.7	5.879798
0.3	0.7	-1.11022302463e-16	0.2	0.2	0.6	5.838898
0.3	0.7	-1.11022302463e-16	0.2	0.3	0.5	5.797998
0.3	0.7	-1.11022302463e-16	0.2	0.4	0.4	5.757098
0.3	0.7	-1.11022302463e-16	0.2	0.5	0.3	5.716198
0.3	0.7	-1.11022302463e-16	0.2	0.6	0.2	5.675298
0.3	0.7	-1.11022302463e-16	0.2	0.7	0.1	5.634398
0.3	0.7	-1.11022302463e-16	0.2	0.8	0.0	5.593498
0.3	0.7	-1.11022302463e-16	0.3	0.0	0.7	5.880317
0.3	0.7	-1.11022302463e-16	0.3	0.1	0.6	5.839417
0.3	0.7	-1.11022302463e-16	0.3	0.2	0.5	5.798517
0.3	0.7	-1.11022302463e-16	0.3	0.3	0.4	5.757617
0.3	0.7	-1.11022302463e-16	0.3	0.4	0.3	5.716717
0.3	0.7	-1.11022302463e-16	0.3	0.5	0.2	5.675817
0.3	0.7	-1.11022302463e-16	0.3	0.6	0.1	5.634917
0.3	0.7	-1.11022302463e-16	0.3	0.7	-1.11022302463e-16	5.594017
0.3	0.7	-1.11022302463e-16	0.4	0.0	0.6	5.839936
0.3	0.7	-1.11022302463e-16	0.4	0.1	0.5	5.799036
0.3	0.7	-1.11022302463e-16	0.4	0.2	0.4	5.758136
0.3	0.7	-1.11022302463e-16	0.4	0.3	0.3	5.717236
0.3	0.7	-1.11022302463e-16	0.4	0.4	0.2	5.676336
0.3	0.7	-1.11022302463e-16	0.4	0.5	0.1	5.635436
0.3	0.7	-1.11022302463e-16	0.4	0.6	-1.11022302463e-16	5.594536
0.3	0.7	-1.11022302463e-16	0.5	0.0	0.5	5.799555
0.3	0.7	-1.11022302463e-16	0.5	0.1	0.4	5.758655
0.3	0.7	-1.11022302463e-16	0.5	0.2	0.3	5.717755
0.3	0.7	-1.11022302463e-16	0.5	0.3	0.2	5.676855
0.3	0.7	-1.11022302463e-16	0.5	0.4	0.1	5.635955
0.3	0.7	-1.11022302463e-16	0.5	0.5	0.0	5.595055
0.3	0.7	-1.11022302463e-16	0.6	0.0	0.4	5.759174
0.3	0.7	-1.11022302463e-16	0.6	0.1	0.3	5.718274
0.3	0.7	-1.11022302463e-16	0.6	0.2	0.2	5.677374
0.3	0.7	-1.11022302463e-16	0.6	0.3	0.1	5.636474
0.3	0.7	-1.11022302463e-16	0.6	0.4	-1.11022302463e-16	5.595574
0.3	0.7	-1.11022302463e-16	0.7	0.0	0.3	5.718793
0.3	0.7	-1.11022302463e-16	0.7	0.1	0.2	5.677893
0.3	0.7	-1.11022302463e-16	0.7	0.2	0.1	5.636993
0.3	0.7	-1.11022302463e-16	0.7	0.3	-1.11022302463e-16	5.596093
0.3	0.7	-1.11022302463e-16	0.8	0.0	0.2	5.678412
0.3	0.7	-1.11022302463e-16	0.8	0.1	0.1	5.637512
0.3	0.7	-1.11022302463e-16	0.8	0.2	-5.55111512313e-17	5.596612
0.3	0.7	-1.11022302463e-16	0.9	0.0	0.1	5.638031
0.3	0.7	-1.11022302463e-16	0.9	0.1	-2.77555756156e-17	5.597131
0.3	0.7	-1.11022302463e-16	1.0	0.0	0.0	5.59765
0.4	0.0	0.6	0.0	0.0	1.0	6.23508
0.4	0.0	0.6	0.0	0.1	0.9	6.195292
0.4	0.0	0.6	0.0	0.2	0.8	6.155504
0.4	0.0	0.6	0.0	0.3	0.7	6.115716
0.4	0.0	0.6	0.0	0.4	0.6	6.075928
0.4	0.0	0.6	0.0	0.5	0.5	6.03614
0.4	0.0	0.6	0.0	0.6	0.4	5.996352
0.4	0.0	0.6	0.0	0.7	0.3	5.956564
0.4	0.0	0.6	0.0	0.8	0.2	5.916776
0.4	0.0	0.6	0.0	0.9	0.1	5.876988
0.4	0.0	0.6	0.0	1.0	0.0	5.8372
0.4	0.0	0.6	0.1	0.0	0.9	6.197742
0.4	0.0	0.6	0.1	0.1	0.8	6.157954
0.4	0.0	0.6	0.1	0.2	0.7	6.118166
0.4	0.0	0.6	0.1	0.3	0.6	6.078378
0.4	0.0	0.6	0.1	0.4	0.5	6.03859
0.4	0.0	0.6	0.1	0.5	0.4	5.998802
0.4	0.0	0.6	0.1	0.6	0.3	5.959014
0.4	0.0	0.6	0.1	0.7	0.2	5.919226
0.4	0.0	0.6	0.1	0.8	0.1	5.879438
0.4	0.0	0.6	0.1	0.9	0.0	5.83965
0.4	0.0	0.6	0.2	0.0	0.8	6.160404
0.4	0.0	0.6	0.2	0.1	0.7	6.120616
0.4	0.0	0.6	0.2	0.2	0.6	6.080828
0.4	0.0	0.6	0.2	0.3	0.5	6.04104
0.4	0.0	0.6	0.2	0.4	0.4	6.001252
0.4	0.0	0.6	0.2	0.5	0.3	5.961464
0.4	0.0	0.6	0.2	0.6	0.2	5.921676
0.4	0.0	0.6	0.2	0.7	0.1	5.881888
0.4	0.0	0.6	0.2	0.8	0.0	5.8421
0.4	0.0	0.6	0.3	0.0	0.7	6.123066
0.4	0.0	0.6	0.3	0.1	0.6	6.083278
0.4	0.0	0.6	0.3	0.2	0.5	6.04349
0.4	0.0	0.6	0.3	0.3	0.4	6.003702
0.4	0.0	0.6	0.3	0.4	0.3	5.963914
0.4	0.0	0.6	0.3	0.5	0.2	5.924126
0.4	0.0	0.6	0.3	0.6	0.1	5.884338
0.4	0.0	0.6	0.3	0.7	-1.11022302463e-16	5.84455
0.4	0.0	0.6	0.4	0.0	0.6	6.085728
0.4	0.0	0.6	0.4	0.1	0.5	6.04594
0.4	0.0	0.6	0.4	0.2	0.4	6.006152
0.4	0.0	0.6	0.4	0.3	0.3	5.966364
0.4	0.0	0.6	0.4	0.4	0.2	5.926576
